timestamp,sector_id,resource_type,stock_level,usage_rate_hourly,snap_event_detected
2026-01-01T05:12:00,Wakanda,Arc Reactor Cores,789.0,2.2,False
2026-01-01T05:12:00,Sokovia,Pym Particles,778.41,4.32,False
2026-01-01T05:12:00,Sanctum Sanctorum,Clean Water (L),2476.72,4.66,False
2026-01-01T05:12:00,Avengers Compound,Medical Kits,787.88,2.42,False
2026-01-01T05:24:00,New Asgard,Vibranium (kg),2469.92,6.02,False
2026-01-01T05:24:00,Wakanda,Arc Reactor Cores,788.73,2.25,False
2026-01-01T05:24:00,Sokovia,Pym Particles,762.82,7.44,False
2026-01-01T05:24:00,Sanctum Sanctorum,Clean Water (L),2482.36,3.53,False
2026-01-01T05:24:00,Avengers Compound,Medical Kits,760.32,7.94,False
2026-01-01T05:36:00,New Asgard,Vibranium (kg),2488.76,2.25,False
2026-01-01T05:36:00,Wakanda,Arc Reactor Cores,760.68,7.86,False
2026-01-01T05:36:00,Sokovia,Pym Particles,769.37,6.13,False
2026-01-01T05:36:00,Sanctum Sanctorum,Clean Water (L),2468.33,6.33,False
2026-01-01T05:36:00,Avengers Compound,Medical Kits,785.02,3.0,False
2026-01-01T05:48:00,New Asgard,Vibranium (kg),2483.61,3.28,False
2026-01-01T05:48:00,Wakanda,Arc Reactor Cores,774.58,5.08,False
2026-01-01T05:48:00,Sokovia,Pym Particles,767.88,6.42,False
2026-01-01T05:48:00,Sanctum Sanctorum,Clean Water (L),2478.58,4.28,False
2026-01-01T05:48:00,Avengers Compound,Medical Kits,771.83,5.63,False
2026-01-01T06:00:00,New Asgard,Vibranium (kg),2483.92,2.68,False
2026-01-01T06:00:00,Wakanda,Arc Reactor Cores,772.89,4.52,False
2026-01-01T06:00:00,Sokovia,Pym Particles,776.94,3.84,False
2026-01-01T06:00:00,Sanctum Sanctorum,Clean Water (L),2465.52,5.75,False
2026-01-01T06:00:00,Avengers Compound,Medical Kits,775.5,4.08,False
2026-01-01T06:12:00,New Asgard,Vibranium (kg),2477.96,3.67,False
2026-01-01T06:12:00,Wakanda,Arc Reactor Cores,757.25,7.13,False
2026-01-01T06:12:00,Sokovia,Pym Particles,758.54,6.91,False
2026-01-01T06:12:00,Sanctum Sanctorum,Clean Water (L),2485.83,2.36,False
2026-01-01T06:12:00,Avengers Compound,Medical Kits,787.29,2.12,False
2026-01-01T06:24:00,New Asgard,Vibranium (kg),2456.6,7.23,False
2026-01-01T06:24:00,Wakanda,Arc Reactor Cores,758.64,6.89,False
2026-01-01T06:24:00,Sokovia,Pym Particles,759.45,6.76,False
2026-01-01T06:24:00,Sanctum Sanctorum,Clean Water (L),2472.31,4.61,False
2026-01-01T06:24:00,Avengers Compound,Medical Kits,782.11,2.98,False
2026-01-01T06:36:00,New Asgard,Vibranium (kg),2459.55,6.74,False
2026-01-01T06:36:00,Wakanda,Arc Reactor Cores,773.68,4.39,False
2026-01-01T06:36:00,Sokovia,Pym Particles,769.49,5.09,False
2026-01-01T06:36:00,Sanctum Sanctorum,Clean Water (L),2472.73,4.54,False
2026-01-01T06:36:00,Avengers Compound,Medical Kits,781.09,3.15,False
2026-01-01T06:48:00,New Asgard,Vibranium (kg),2467.75,5.38,False
2026-01-01T06:48:00,Wakanda,Arc Reactor Cores,780.56,3.24,False
2026-01-01T06:48:00,Sokovia,Pym Particles,769.1,5.15,False
2026-01-01T06:48:00,Sanctum Sanctorum,Clean Water (L),2472.03,4.66,False
2026-01-01T06:48:00,Avengers Compound,Medical Kits,753.24,7.79,False
2026-01-01T07:00:00,New Asgard,Vibranium (kg),2473.43,3.8,False
2026-01-01T07:00:00,Wakanda,Arc Reactor Cores,756.27,6.25,False
2026-01-01T07:00:00,Sokovia,Pym Particles,755.22,6.4,False
2026-01-01T07:00:00,Sanctum Sanctorum,Clean Water (L),2462.24,5.39,False
2026-01-01T07:00:00,Avengers Compound,Medical Kits,758.0,6.0,False
2026-01-01T07:12:00,New Asgard,Vibranium (kg),2482.12,2.55,False
2026-01-01T07:12:00,Wakanda,Arc Reactor Cores,779.49,2.93,False
2026-01-01T07:12:00,Sokovia,Pym Particles,763.53,5.21,False
2026-01-01T07:12:00,Sanctum Sanctorum,Clean Water (L),2463.84,5.17,False
2026-01-01T07:12:00,Avengers Compound,Medical Kits,751.04,6.99,False
2026-01-01T07:24:00,New Asgard,Vibranium (kg),2478.89,3.02,False
2026-01-01T07:24:00,Wakanda,Arc Reactor Cores,763.06,5.28,False
2026-01-01T07:24:00,Sokovia,Pym Particles,748.8,7.31,False
2026-01-01T07:24:00,Sanctum Sanctorum,Clean Water (L),2457.61,6.06,False
2026-01-01T07:24:00,Avengers Compound,Medical Kits,782.29,2.53,False
2026-01-01T07:36:00,New Asgard,Vibranium (kg),2475.74,3.47,False
2026-01-01T07:36:00,Wakanda,Arc Reactor Cores,781.57,2.63,False
2026-01-01T07:36:00,Sokovia,Pym Particles,745.42,7.8,False
2026-01-01T07:36:00,Sanctum Sanctorum,Clean Water (L),2477.61,3.2,False
2026-01-01T07:36:00,Avengers Compound,Medical Kits,755.36,6.38,False
2026-01-01T07:48:00,New Asgard,Vibranium (kg),2460.78,5.6,False
2026-01-01T07:48:00,Wakanda,Arc Reactor Cores,764.58,5.06,False
2026-01-01T07:48:00,Sokovia,Pym Particles,750.4,7.09,False
2026-01-01T07:48:00,Sanctum Sanctorum,Clean Water (L),2461.35,5.52,False
2026-01-01T07:48:00,Avengers Compound,Medical Kits,774.6,3.63,False
2026-01-01T08:00:00,New Asgard,Vibranium (kg),2440.71,7.41,False
2026-01-01T08:00:00,Wakanda,Arc Reactor Cores,742.16,7.23,False
2026-01-01T08:00:00,Sokovia,Pym Particles,736.53,7.93,False
2026-01-01T08:00:00,Sanctum Sanctorum,Clean Water (L),2463.0,4.62,False
2026-01-01T08:00:00,Avengers Compound,Medical Kits,750.62,6.17,False
2026-01-01T08:12:00,New Asgard,Vibranium (kg),2471.26,3.59,False
2026-01-01T08:12:00,Wakanda,Arc Reactor Cores,780.58,2.43,False
2026-01-01T08:12:00,Sokovia,Pym Particles,754.95,5.63,False
2026-01-01T08:12:00,Sanctum Sanctorum,Clean Water (L),2443.62,7.05,False
2026-01-01T08:12:00,Avengers Compound,Medical Kits,768.09,3.99,False
2026-01-01T08:24:00,New Asgard,Vibranium (kg),2467.7,4.04,False
2026-01-01T08:24:00,Wakanda,Arc Reactor Cores,782.36,2.2,False
2026-01-01T08:24:00,Sokovia,Pym Particles,764.29,4.46,False
2026-01-01T08:24:00,Sanctum Sanctorum,Clean Water (L),2480.98,2.38,False
2026-01-01T08:24:00,Avengers Compound,Medical Kits,779.74,2.53,False
2026-01-01T08:36:00,New Asgard,Vibranium (kg),2476.44,2.94,False
2026-01-01T08:36:00,Wakanda,Arc Reactor Cores,749.35,6.33,False
2026-01-01T08:36:00,Sokovia,Pym Particles,763.6,4.55,False
2026-01-01T08:36:00,Sanctum Sanctorum,Clean Water (L),2451.7,6.04,False
2026-01-01T08:36:00,Avengers Compound,Medical Kits,766.07,4.24,False
2026-01-01T08:48:00,New Asgard,Vibranium (kg),2463.99,4.5,False
2026-01-01T08:48:00,Wakanda,Arc Reactor Cores,740.97,7.38,False
2026-01-01T08:48:00,Sokovia,Pym Particles,776.34,2.96,False
2026-01-01T08:48:00,Sanctum Sanctorum,Clean Water (L),2463.86,4.52,False
2026-01-01T08:48:00,Avengers Compound,Medical Kits,744.91,6.89,False
2026-01-01T09:00:00,New Asgard,Vibranium (kg),2458.13,4.65,False
2026-01-01T09:00:00,Wakanda,Arc Reactor Cores,772.72,3.03,False
2026-01-01T09:00:00,Sokovia,Pym Particles,734.33,7.3,False
2026-01-01T09:00:00,Sanctum Sanctorum,Clean Water (L),2478.46,2.39,False
2026-01-01T09:00:00,Avengers Compound,Medical Kits,773.33,2.96,False
2026-01-01T09:12:00,New Asgard,Vibranium (kg),2458.0,4.67,False
2026-01-01T09:12:00,Wakanda,Arc Reactor Cores,763.72,4.03,False
2026-01-01T09:12:00,Sokovia,Pym Particles,773.96,2.89,False
2026-01-01T09:12:00,Sanctum Sanctorum,Clean Water (L),2457.52,4.72,False
2026-01-01T09:12:00,Avengers Compound,Medical Kits,745.2,6.09,False
2026-01-01T09:24:00,New Asgard,Vibranium (kg),2472.84,3.02,False
2026-01-01T09:24:00,Wakanda,Arc Reactor Cores,772.42,3.06,False
2026-01-01T09:24:00,Sokovia,Pym Particles,751.43,5.4,False
2026-01-01T09:24:00,Sanctum Sanctorum,Clean Water (L),2474.21,2.87,False
2026-01-01T09:24:00,Avengers Compound,Medical Kits,777.5,2.5,False
2026-01-01T09:36:00,New Asgard,Vibranium (kg),2455.63,4.93,False
2026-01-01T09:36:00,Wakanda,Arc Reactor Cores,781.77,2.03,False
2026-01-01T09:36:00,Sokovia,Pym Particles,771.8,3.13,False
2026-01-01T09:36:00,Sanctum Sanctorum,Clean Water (L),2479.62,2.26,False
2026-01-01T09:36:00,Avengers Compound,Medical Kits,760.56,4.38,False
2026-01-01T09:48:00,New Asgard,Vibranium (kg),2435.78,7.14,False
2026-01-01T09:48:00,Wakanda,Arc Reactor Cores,752.2,5.31,False
2026-01-01T09:48:00,Sokovia,Pym Particles,745.3,6.08,False
2026-01-01T09:48:00,Sanctum Sanctorum,Clean Water (L),2480.17,2.2,False
2026-01-01T09:48:00,Avengers Compound,Medical Kits,739.03,6.77,False
2026-01-01T10:00:00,New Asgard,Vibranium (kg),2436.57,6.34,False
2026-01-01T10:00:00,Wakanda,Arc Reactor Cores,759.24,4.08,False
2026-01-01T10:00:00,Sokovia,Pym Particles,727.46,7.25,False
2026-01-01T10:00:00,Sanctum Sanctorum,Clean Water (L),2420.8,7.92,False
2026-01-01T10:00:00,Avengers Compound,Medical Kits,761.82,3.82,False
2026-01-01T10:12:00,New Asgard,Vibranium (kg),2452.59,4.74,False
2026-01-01T10:12:00,Wakanda,Arc Reactor Cores,727.45,7.25,False
2026-01-01T10:12:00,Sokovia,Pym Particles,779.57,2.04,False
2026-01-01T10:12:00,Sanctum Sanctorum,Clean Water (L),2437.98,6.2,False
2026-01-01T10:12:00,Avengers Compound,Medical Kits,772.29,2.77,False
2026-01-01T10:24:00,New Asgard,Vibranium (kg),2432.2,6.78,False
2026-01-01T10:24:00,Wakanda,Arc Reactor Cores,744.79,5.52,False
2026-01-01T10:24:00,Sokovia,Pym Particles,745.22,5.48,False
2026-01-01T10:24:00,Sanctum Sanctorum,Clean Water (L),2452.15,4.79,False
2026-01-01T10:24:00,Avengers Compound,Medical Kits,724.74,7.53,False
2026-01-01T10:36:00,New Asgard,Vibranium (kg),2448.25,5.18,False
2026-01-01T10:36:00,Wakanda,Arc Reactor Cores,735.2,6.48,False
2026-01-01T10:36:00,Sokovia,Pym Particles,748.62,5.14,False
2026-01-01T10:36:00,Sanctum Sanctorum,Clean Water (L),2426.87,7.31,False
2026-01-01T10:36:00,Avengers Compound,Medical Kits,779.17,2.08,False
2026-01-01T10:48:00,New Asgard,Vibranium (kg),2436.51,6.35,False
2026-01-01T10:48:00,Wakanda,Arc Reactor Cores,758.66,4.13,False
2026-01-01T10:48:00,Sokovia,Pym Particles,741.66,5.83,False
2026-01-01T10:48:00,Sanctum Sanctorum,Clean Water (L),2458.98,4.1,False
2026-01-01T10:48:00,Avengers Compound,Medical Kits,777.36,2.26,False
2026-01-01T11:00:00,New Asgard,Vibranium (kg),2453.27,4.25,False
2026-01-01T11:00:00,Wakanda,Arc Reactor Cores,773.57,2.4,False
2026-01-01T11:00:00,Sokovia,Pym Particles,746.17,4.89,False
2026-01-01T11:00:00,Sanctum Sanctorum,Clean Water (L),2445.11,4.99,False
2026-01-01T11:00:00,Avengers Compound,Medical Kits,770.6,2.67,False
2026-01-01T11:12:00,New Asgard,Vibranium (kg),2474.31,2.34,False
2026-01-01T11:12:00,Wakanda,Arc Reactor Cores,770.12,2.72,False
2026-01-01T11:12:00,Sokovia,Pym Particles,731.53,6.22,False
2026-01-01T11:12:00,Sanctum Sanctorum,Clean Water (L),2451.05,4.45,False
2026-01-01T11:12:00,Avengers Compound,Medical Kits,738.92,5.55,False
2026-01-01T11:24:00,New Asgard,Vibranium (kg),2438.14,5.62,False
2026-01-01T11:24:00,Wakanda,Arc Reactor Cores,739.14,5.53,False
2026-01-01T11:24:00,Sokovia,Pym Particles,736.24,5.8,False
2026-01-01T11:24:00,Sanctum Sanctorum,Clean Water (L),2464.22,3.25,False
2026-01-01T11:24:00,Avengers Compound,Medical Kits,737.06,5.72,False
2026-01-01T11:36:00,New Asgard,Vibranium (kg),2412.2,7.98,False
2026-01-01T11:36:00,Wakanda,Arc Reactor Cores,739.4,5.51,False
2026-01-01T11:36:00,Sokovia,Pym Particles,726.59,6.67,False
2026-01-01T11:36:00,Sanctum Sanctorum,Clean Water (L),2419.36,7.33,False
2026-01-01T11:36:00,Avengers Compound,Medical Kits,740.65,5.4,False
2026-01-01T11:48:00,New Asgard,Vibranium (kg),2468.67,2.85,False
2026-01-01T11:48:00,Wakanda,Arc Reactor Cores,777.1,2.08,False
2026-01-01T11:48:00,Sokovia,Pym Particles,742.67,5.21,False
2026-01-01T11:48:00,Sanctum Sanctorum,Clean Water (L),2474.26,2.34,False
2026-01-01T11:48:00,Avengers Compound,Medical Kits,732.51,6.14,False
2026-01-01T12:00:00,New Asgard,Vibranium (kg),2422.52,6.46,False
2026-01-01T12:00:00,Wakanda,Arc Reactor Cores,760.38,3.3,False
2026-01-01T12:00:00,Sokovia,Pym Particles,744.03,4.66,False
2026-01-01T12:00:00,Sanctum Sanctorum,Clean Water (L),2405.52,7.87,False
2026-01-01T12:00:00,Avengers Compound,Medical Kits,740.06,4.99,False
2026-01-01T12:12:00,New Asgard,Vibranium (kg),2447.8,4.35,False
2026-01-01T12:12:00,Wakanda,Arc Reactor Cores,720.61,6.62,False
2026-01-01T12:12:00,Sokovia,Pym Particles,733.47,5.54,False
2026-01-01T12:12:00,Sanctum Sanctorum,Clean Water (L),2468.71,2.61,False
2026-01-01T12:12:00,Avengers Compound,Medical Kits,711.07,7.41,False
2026-01-01T12:24:00,New Asgard,Vibranium (kg),2432.0,5.67,False
2026-01-01T12:24:00,Wakanda,Arc Reactor Cores,729.4,5.88,False
2026-01-01T12:24:00,Sokovia,Pym Particles,741.45,4.88,False
2026-01-01T12:24:00,Sanctum Sanctorum,Clean Water (L),2453.33,3.89,False
2026-01-01T12:24:00,Avengers Compound,Medical Kits,732.39,5.63,False
2026-01-01T12:36:00,New Asgard,Vibranium (kg),2409.03,7.58,False
2026-01-01T12:36:00,Wakanda,Arc Reactor Cores,768.37,2.64,False
2026-01-01T12:36:00,Sokovia,Pym Particles,764.42,2.96,False
2026-01-01T12:36:00,Sanctum Sanctorum,Clean Water (L),2438.18,5.15,False
2026-01-01T12:36:00,Avengers Compound,Medical Kits,764.9,2.92,False
2026-01-01T12:48:00,New Asgard,Vibranium (kg),2405.13,7.91,False
2026-01-01T12:48:00,Wakanda,Arc Reactor Cores,751.9,4.01,False
2026-01-01T12:48:00,Sokovia,Pym Particles,754.33,3.81,False
2026-01-01T12:48:00,Sanctum Sanctorum,Clean Water (L),2446.96,4.42,False
2026-01-01T12:48:00,Avengers Compound,Medical Kits,762.3,3.14,False
2026-01-01T13:00:00,New Asgard,Vibranium (kg),2432.57,5.19,False
2026-01-01T13:00:00,Wakanda,Arc Reactor Cores,729.59,5.42,False
2026-01-01T13:00:00,Sokovia,Pym Particles,733.7,5.1,False
2026-01-01T13:00:00,Sanctum Sanctorum,Clean Water (L),2446.09,4.15,False
2026-01-01T13:00:00,Avengers Compound,Medical Kits,700.05,7.69,False
2026-01-01T13:12:00,New Asgard,Vibranium (kg),2408.1,7.07,False
2026-01-01T13:12:00,Wakanda,Arc Reactor Cores,745.17,4.22,False
2026-01-01T13:12:00,Sokovia,Pym Particles,699.81,7.71,False
2026-01-01T13:12:00,Sanctum Sanctorum,Clean Water (L),2470.28,2.29,False
2026-01-01T13:12:00,Avengers Compound,Medical Kits,763.3,2.82,False
2026-01-01T13:24:00,New Asgard,Vibranium (kg),2421.42,6.04,False
2026-01-01T13:24:00,Wakanda,Arc Reactor Cores,763.49,2.81,False
2026-01-01T13:24:00,Sokovia,Pym Particles,743.14,4.37,False
2026-01-01T13:24:00,Sanctum Sanctorum,Clean Water (L),2461.43,2.97,False
2026-01-01T13:24:00,Avengers Compound,Medical Kits,731.44,5.27,False
2026-01-01T13:36:00,New Asgard,Vibranium (kg),2454.06,3.53,False
2026-01-01T13:36:00,Wakanda,Arc Reactor Cores,737.01,4.85,False
2026-01-01T13:36:00,Sokovia,Pym Particles,720.98,6.08,False
2026-01-01T13:36:00,Sanctum Sanctorum,Clean Water (L),2469.14,2.37,False
2026-01-01T13:36:00,Avengers Compound,Medical Kits,704.44,7.35,False
2026-01-01T13:48:00,New Asgard,Vibranium (kg),2425.44,5.74,False
2026-01-01T13:48:00,Wakanda,Arc Reactor Cores,729.71,5.41,False
2026-01-01T13:48:00,Sokovia,Pym Particles,719.06,6.23,False
2026-01-01T13:48:00,Sanctum Sanctorum,Clean Water (L),2470.76,2.25,False
2026-01-01T13:48:00,Avengers Compound,Medical Kits,744.09,4.3,False
2026-01-01T14:00:00,New Asgard,Vibranium (kg),2463.34,2.62,False
2026-01-01T14:00:00,Wakanda,Arc Reactor Cores,701.37,7.05,False
2026-01-01T14:00:00,Sokovia,Pym Particles,765.08,2.49,False
